;Unnamed: 0_cam;ordernumber_cam;series_name;model_name_cam;product_line;shutter;monocolor;sensor_optical_size;resolution_horizontal;resolution_vertical;pixel_size_horizontal;pixel_size_vertical;sensor_name;housing_name;interface;sensor_framerate_min;sensor_framerate_max;mount_cam;price_cam;Unnamed: 0_lens;ordernumber_lens;model_name_lens;focal_length;mount_lens;sensor_format;min_object_distance;price_lens;total_price;max_fov_h;max_fov_v;resolution_mm;fps_score;d_score;res_score;price_score;best_d;best_res;best_fps;score
8250;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;394,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2048;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;47;2000034697,0;"Computar Lens M0814-MP2 F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;139,0;398,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8978;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;47;2000034697,0;"Computar Lens M0814-MP2 F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;139,0;398,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8015;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;8;2200000568,0;Basler Lens C23-0824-5M f8mm;8,0;C-mount;"2/3""";100,0;106,0;445,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2118;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;117;2000034903,0;"Ricoh Lens FL-CC0814A-2M F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;189,0;448,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
9048;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;117;2000034903,0;"Ricoh Lens FL-CC0814A-2M F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;189,0;448,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8169;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;8;2200000568,0;Basler Lens C23-0824-5M f8mm;8,0;C-mount;"2/3""";100,0;106,0;465,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8054;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;47;2000034697,0;"Computar Lens M0814-MP2 F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;139,0;478,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8403;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;483,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8404;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;484,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2010;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;9;2200002368,0;Basler Lens C23-0828-16M f8mm;8,0;C-mount;"2/3""";100,0;239,0;498,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8208;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;47;2000034697,0;"Computar Lens M0814-MP2 F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;139,0;498,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8940;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;9;2200002368,0;Basler Lens C23-0828-16M f8mm;8,0;C-mount;"2/3""";100,0;239,0;498,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8557;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;503,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8558;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;504,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8124;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;117;2000034903,0;"Ricoh Lens FL-CC0814A-2M F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;189,0;528,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8278;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;117;2000034903,0;"Ricoh Lens FL-CC0814A-2M F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;189,0;548,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8323;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;8;2200000568,0;Basler Lens C23-0824-5M f8mm;8,0;C-mount;"2/3""";100,0;106,0;555,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8477;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;8;2200000568,0;Basler Lens C23-0824-5M f8mm;8,0;C-mount;"2/3""";100,0;106,0;575,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8016;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;9;2200002368,0;Basler Lens C23-0828-16M f8mm;8,0;C-mount;"2/3""";100,0;239,0;578,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8362;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;47;2000034697,0;"Computar Lens M0814-MP2 F1.4 f8mm 2/3""";8,0;C-mount;"2/3""";100,0;139,0;588,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8170;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;9;2200002368,0;Basler Lens C23-0828-16M f8mm;8,0;C-mount;"2/3""";100,0;239,0;598,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
